Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
6506739367,6506739367,2015.0,5,0,9.6,22,0,13,1,0,0,0
6506739367,6506739367,2016.0,2,0,8.0,14,0,8,1,0,0,0
6506739367,6506739367,2017.0,1,0,8.0,8,0,4,1,0,0,0
6506739367,6506739367,2018.0,8,0,8.0,36,0,31,4,0,0,0
6506739367,6506739367,2019.0,6,0,6.17,25,0,21,7,0,0,0
6506739367,6506739367,2020.0,5,0,7.6,22,0,23,6,0,0,0
6506739367,6506739367,2021.0,7,0,8.14,42,0,30,4,0,0,0
6506739367,6506739367,2022.0,8,0,8.62,41,0,33,8,0,0,0
6506739367,6506739367,2023.0,10,0,9.1,46,0,46,8,0,0,0
6506739367,6506739367,2024.0,7,0,9.71,58,0,38,5,0,0,0
