Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
"López, R.",59051148100.0,2015.0,1,0,9.0,9,0,4,2,0,0,0
"López, R.",59051148100.0,2016.0,3,0,6.33,17,0,9,2,0,0,0
"López, R.",59051148100.0,2017.0,1,0,6.0,6,0,3,1,0,0,0
"López, R.",59051148100.0,2018.0,1,0,4.0,4,0,2,1,0,0,0
"López, R.",59051148100.0,2019.0,1,0,5.0,5,0,3,1,0,0,0
