Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
7004460174,7004460174,2015.0,4,0,9.5,29,0,12,1,0,0,0
7004460174,7004460174,2016.0,2,0,7.5,14,0,8,2,0,0,0
7004460174,7004460174,2017.0,5,0,7.2,28,0,15,1,0,0,0
7004460174,7004460174,2018.0,3,0,9.0,23,0,10,1,0,0,0
7004460174,7004460174,2019.0,5,0,8.0,33,0,15,2,0,0,0
7004460174,7004460174,2020.0,3,0,11.33,30,0,13,2,0,0,0
7004460174,7004460174,2021.0,5,0,9.0,36,0,12,1,0,0,0
7004460174,7004460174,2022.0,2,0,10.0,18,0,9,1,0,0,0
7004460174,7004460174,2023.0,3,0,10.0,25,0,14,1,0,0,0
7004460174,7004460174,2024.0,3,0,7.33,20,0,8,1,0,0,0
