Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
26649394800,26649394800,2015.0,4,0,4.75,18,0,7,1,0,0,0
26649394800,26649394800,2016.0,1,0,4.0,4,0,2,1,0,0,0
26649394800,26649394800,2017.0,2,0,3.0,6,0,3,1,0,0,0
26649394800,26649394800,2018.0,1,0,4.0,4,0,2,1,0,0,0
26649394800,26649394800,2019.0,3,0,4.0,9,0,3,1,0,0,0
26649394800,26649394800,2020.0,2,0,3.5,6,0,2,1,0,0,0
26649394800,26649394800,2021.0,1,0,4.0,4,0,2,1,0,0,0
26649394800,26649394800,2022.0,1,0,5.0,5,0,1,1,0,0,0
26649394800,26649394800,2023.0,3,0,5.0,12,0,5,1,0,0,0
26649394800,26649394800,2024.0,1,0,4.0,4,0,1,1,0,0,0
