Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
57154686000,57154686000,2015.0,2,0,5.5,9,0,7,5,0,0,0
57154686000,57154686000,2016.0,5,0,5.8,22,0,21,6,0,0,0
57154686000,57154686000,2017.0,7,0,4.86,20,0,17,5,0,0,0
57154686000,57154686000,2018.0,4,0,4.5,14,0,13,5,0,0,0
57154686000,57154686000,2019.0,5,0,5.0,15,0,17,5,0,0,0
57154686000,57154686000,2020.0,6,0,5.33,22,0,14,4,0,0,0
57154686000,57154686000,2021.0,2,0,4.5,7,0,3,1,0,0,0
57154686000,57154686000,2022.0,4,0,4.75,11,0,7,1,0,0,0
57154686000,57154686000,2023.0,4,0,5.5,14,0,6,1,0,0,0
57154686000,57154686000,2024.0,3,0,5.67,13,0,4,1,0,0,0
