Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
"Perea, T.",37108597200.0,2016.0,1,0,4.0,4,0,3,2,0,0,0
"Perea, T.",37108597200.0,2017.0,1,0,3.0,3,0,1,1,0,0,0
"Perea, T.",37108597200.0,2018.0,1,0,4.0,4,0,5,2,0,0,0
"Perea, T.",37108597200.0,2022.0,1,0,3.0,3,0,2,1,0,0,0
"Perea, T.",37108597200.0,2023.0,1,0,3.0,3,0,2,1,0,0,0
"Perea, T.",37108597200.0,2024.0,1,0,7.0,7,0,5,3,0,0,0
