Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
6507133032,6507133032,2015.0,1,0,15.0,15,0,7,1,0,0,0
6507133032,6507133032,2016.0,5,0,37.8,183,0,98,17,0,0,0
6507133032,6507133032,2017.0,9,0,18.33,144,0,77,7,0,0,0
6507133032,6507133032,2018.0,6,0,9.17,50,0,24,3,0,0,0
6507133032,6507133032,2019.0,7,0,82.43,553,0,194,35,0,0,0
6507133032,6507133032,2020.0,2,0,13.0,23,0,9,2,0,0,0
6507133032,6507133032,2021.0,6,0,77.33,447,0,126,33,0,0,0
6507133032,6507133032,2022.0,6,0,45.0,260,0,128,21,0,0,0
6507133032,6507133032,2023.0,2,0,18.5,36,0,18,4,0,0,0
6507133032,6507133032,2024.0,1,0,9.0,9,0,4,1,0,0,0
