Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
55995932900,55995932900,2015.0,10,0,3.9,25,0,22,3,0,0,0
55995932900,55995932900,2016.0,16,0,4.06,39,0,32,4,0,0,0
55995932900,55995932900,2017.0,11,0,3.91,28,0,26,6,0,0,0
55995932900,55995932900,2018.0,11,0,3.91,22,0,27,3,0,0,0
55995932900,55995932900,2019.0,5,0,4.6,19,0,19,4,0,0,0
55995932900,55995932900,2020.0,6,0,4.33,12,0,15,2,0,0,0
55995932900,55995932900,2021.0,3,0,4.67,10,0,8,3,0,0,0
55995932900,55995932900,2022.0,3,0,4.67,12,0,7,1,0,0,0
55995932900,55995932900,2023.0,5,0,3.6,10,0,9,1,0,0,0
55995932900,55995932900,2024.0,5,0,7.4,23,0,10,2,0,0,0
