Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
28367664200,28367664200,2015.0,2,0,4.0,7,0,3,1,0,0,0
28367664200,28367664200,2016.0,2,0,4.5,7,0,5,1,0,0,0
28367664200,28367664200,2017.0,4,0,3.75,9,0,6,1,0,0,0
28367664200,28367664200,2018.0,3,0,3.0,5,0,3,1,0,0,0
28367664200,28367664200,2019.0,5,0,4.2,15,0,9,1,0,0,0
28367664200,28367664200,2020.0,6,0,4.83,24,0,13,4,0,0,0
28367664200,28367664200,2021.0,6,0,3.5,13,0,11,3,0,0,0
28367664200,28367664200,2022.0,4,0,3.75,7,0,7,1,0,0,0
28367664200,28367664200,2023.0,8,0,4.75,22,0,19,4,0,0,0
28367664200,28367664200,2024.0,8,0,4.88,18,0,21,2,0,0,0
