Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
6507105474,6507105474,2015.0,1,0,5.0,5,0,2,2,0,0,0
6507105474,6507105474,2016.0,1,0,6.0,6,0,4,3,0,0,0
6507105474,6507105474,2017.0,6,0,4.0,13,0,12,4,0,0,0
6507105474,6507105474,2018.0,3,0,4.33,9,0,8,3,0,0,0
6507105474,6507105474,2019.0,5,0,5.0,15,0,17,5,0,0,0
6507105474,6507105474,2020.0,5,0,5.0,15,0,9,3,0,0,0
6507105474,6507105474,2021.0,2,0,4.5,7,0,3,1,0,0,0
6507105474,6507105474,2022.0,4,0,4.75,11,0,7,1,0,0,0
6507105474,6507105474,2023.0,3,0,5.67,12,0,5,1,0,0,0
6507105474,6507105474,2024.0,2,0,5.5,9,0,2,1,0,0,0
