Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
55989686000,55989686000,2015.0,4,0,5.5,16,0,10,2,0,0,0
55989686000,55989686000,2016.0,6,0,8.33,32,0,15,2,0,0,0
55989686000,55989686000,2017.0,6,0,8.0,28,0,17,2,0,0,0
55989686000,55989686000,2018.0,8,0,9.5,43,0,32,4,0,0,0
55989686000,55989686000,2019.0,8,0,9.5,43,0,31,5,0,0,0
55989686000,55989686000,2020.0,7,0,10.86,51,0,30,6,0,0,0
55989686000,55989686000,2021.0,1,0,11.0,11,0,3,2,0,0,0
55989686000,55989686000,2022.0,5,0,7.6,28,0,11,2,0,0,0
55989686000,55989686000,2023.0,5,0,8.4,32,0,15,2,0,0,0
55989686000,55989686000,2024.0,6,0,9.33,40,0,17,3,0,0,0
