Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
25640465300,25640465300,2015.0,5,0,1.6,4,0,7,2,0,0,0
25640465300,25640465300,2016.0,5,0,2.4,7,0,7,3,0,0,0
25640465300,25640465300,2017.0,6,0,2.0,6,0,8,2,0,0,0
25640465300,25640465300,2018.0,5,0,1.4,3,0,7,2,0,0,0
25640465300,25640465300,2019.0,6,0,1.83,5,0,7,2,0,0,0
25640465300,25640465300,2020.0,8,0,1.5,6,0,12,4,0,0,0
25640465300,25640465300,2021.0,6,0,1.5,4,0,8,3,0,0,0
25640465300,25640465300,2022.0,6,0,1.5,4,0,8,3,0,0,0
25640465300,25640465300,2023.0,5,0,1.8,5,0,7,2,0,0,0
25640465300,25640465300,2024.0,4,0,1.5,3,0,5,2,0,0,0
