Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
23007559200,23007559200,2015.0,5,0,6.4,22,0,15,3,0,0,0
23007559200,23007559200,2016.0,7,0,5.57,24,0,17,4,0,0,0
23007559200,23007559200,2017.0,4,0,3.5,11,0,4,1,0,0,0
23007559200,23007559200,2018.0,2,0,4.5,8,0,5,2,0,0,0
23007559200,23007559200,2019.0,3,0,5.33,15,0,4,1,0,0,0
23007559200,23007559200,2020.0,4,0,6.25,24,0,10,2,0,0,0
23007559200,23007559200,2021.0,4,0,6.5,22,0,11,4,0,0,0
23007559200,23007559200,2022.0,6,0,4.0,18,0,10,2,0,0,0
23007559200,23007559200,2023.0,5,0,3.8,10,0,9,2,0,0,0
23007559200,23007559200,2024.0,4,0,5.0,14,0,7,3,0,0,0
