Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
6701323124,6701323124,2015.0,3,0,4.33,8,0,7,2,0,0,0
6701323124,6701323124,2016.0,4,0,3.5,10,0,11,3,0,0,0
6701323124,6701323124,2017.0,6,0,3.67,15,0,13,3,0,0,0
6701323124,6701323124,2018.0,4,0,4.0,13,0,9,1,0,0,0
6701323124,6701323124,2019.0,2,0,4.5,6,0,4,1,0,0,0
6701323124,6701323124,2020.0,4,0,4.75,14,0,10,4,0,0,0
6701323124,6701323124,2021.0,2,0,3.5,4,0,4,2,0,0,0
6701323124,6701323124,2022.0,4,0,4.0,10,0,10,5,0,0,0
6701323124,6701323124,2023.0,1,0,2.0,2,0,1,1,0,0,0
6701323124,6701323124,2024.0,3,0,3.33,7,0,7,3,0,0,0
