Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
"Lomas-Romero, L.",57193357809.0,2015.0,1,0,8.0,8,0,1,1,0,0,0
"Lomas-Romero, L.",57193357809.0,2016.0,2,0,8.5,15,0,5,1,0,0,0
"Lomas-Romero, L.",57193357809.0,2017.0,2,0,7.0,10,0,3,1,0,0,0
"Lomas-Romero, L.",57193357809.0,2018.0,2,0,8.0,15,0,6,1,0,0,0
"Lomas-Romero, L.",57193357809.0,2019.0,1,0,8.0,8,0,2,1,0,0,0
"Lomas-Romero, L.",57193357809.0,2020.0,1,0,7.0,7,0,2,1,0,0,0
"Lomas-Romero, L.",57193357809.0,2021.0,1,0,6.0,6,0,2,1,0,0,0
"Lomas-Romero, L.",57193357809.0,2023.0,1,0,4.0,4,0,2,1,0,0,0
