Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
55995913500,55995913500,2015.0,8,0,5.12,26,0,25,4,0,0,0
55995913500,55995913500,2016.0,3,0,5.33,14,0,8,2,0,0,0
55995913500,55995913500,2017.0,2,0,8.5,14,0,11,2,0,0,0
55995913500,55995913500,2018.0,6,0,6.5,25,0,24,6,0,0,0
55995913500,55995913500,2019.0,4,0,5.75,18,0,11,3,0,0,0
55995913500,55995913500,2020.0,6,0,7.0,28,0,21,5,0,0,0
55995913500,55995913500,2021.0,5,0,8.4,30,0,20,4,0,0,0
55995913500,55995913500,2022.0,6,0,7.17,32,0,22,4,0,0,0
55995913500,55995913500,2023.0,4,0,8.5,30,0,16,3,0,0,0
55995913500,55995913500,2024.0,2,0,10.0,19,0,11,5,0,0,0
