Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
56013705500,56013705500,2015.0,6,0,5.5,26,0,16,3,0,0,0
56013705500,56013705500,2016.0,9,0,6.11,38,0,27,5,0,0,0
56013705500,56013705500,2017.0,8,0,6.12,33,0,22,1,0,0,0
56013705500,56013705500,2018.0,8,0,6.0,35,0,26,2,0,0,0
56013705500,56013705500,2019.0,5,0,4.8,20,0,11,2,0,0,0
56013705500,56013705500,2020.0,16,0,6.06,67,0,54,3,0,0,0
56013705500,56013705500,2021.0,9,0,6.11,37,0,35,4,0,0,0
56013705500,56013705500,2022.0,7,0,6.29,24,0,19,2,0,0,0
56013705500,56013705500,2023.0,4,0,6.75,23,0,17,3,0,0,0
56013705500,56013705500,2024.0,5,0,7.4,29,0,17,2,0,0,0
