Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
6506681126,6506681126,2015.0,2,0,4.5,8,0,4,2,0,0,0
6506681126,6506681126,2016.0,5,0,8.4,34,0,24,3,0,0,0
6506681126,6506681126,2017.0,3,0,6.0,15,0,9,1,0,0,0
6506681126,6506681126,2018.0,1,0,6.0,6,0,1,1,0,0,0
6506681126,6506681126,2019.0,1,0,9.0,9,0,7,2,0,0,0
6506681126,6506681126,2020.0,1,0,9.0,9,0,2,1,0,0,0
6506681126,6506681126,2021.0,1,0,8.0,8,0,6,2,0,0,0
6506681126,6506681126,2022.0,1,0,9.0,9,0,7,2,0,0,0
6506681126,6506681126,2023.0,3,0,9.33,22,0,14,1,0,0,0
6506681126,6506681126,2024.0,1,0,12.0,11,0,5,1,0,0,0
