Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
56013754600,56013754600,2015.0,2,0,8.0,15,0,8,2,0,0,0
56013754600,56013754600,2016.0,1,0,9.0,9,0,2,1,0,0,0
56013754600,56013754600,2017.0,1,0,10.0,10,0,2,1,0,0,0
56013754600,56013754600,2018.0,3,0,7.33,20,0,9,2,0,0,0
56013754600,56013754600,2019.0,2,0,6.5,12,0,5,2,0,0,0
56013754600,56013754600,2020.0,5,0,10.6,41,0,28,4,0,0,0
56013754600,56013754600,2021.0,2,0,5.0,9,0,7,2,0,0,0
56013754600,56013754600,2022.0,2,0,9.0,15,0,11,4,0,0,0
56013754600,56013754600,2023.0,3,0,9.33,21,0,11,3,0,0,0
56013754600,56013754600,2024.0,3,0,9.33,24,0,12,2,0,0,0
