Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
57202916743,57202916743,2015.0,2,0,6.0,12,0,10,2,0,0,0
57202916743,57202916743,2016.0,5,0,5.0,19,0,16,2,0,0,0
57202916743,57202916743,2017.0,5,0,5.8,20,0,17,3,0,0,0
57202916743,57202916743,2018.0,5,0,6.6,23,0,22,3,0,0,0
57202916743,57202916743,2019.0,6,0,4.0,20,0,16,3,0,0,0
57202916743,57202916743,2020.0,4,0,5.25,16,0,12,1,0,0,0
57202916743,57202916743,2021.0,3,0,4.33,10,0,9,2,0,0,0
57202916743,57202916743,2022.0,6,0,4.33,20,0,15,1,0,0,0
57202916743,57202916743,2023.0,14,0,8.36,76,0,57,11,0,0,0
57202916743,57202916743,2024.0,2,0,7.0,14,0,9,3,0,0,0
