Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
55901973000,55901973000,2015.0,7,0,6.14,31,0,15,2,0,0,0
55901973000,55901973000,2016.0,3,0,5.67,17,0,9,2,0,0,0
55901973000,55901973000,2017.0,2,0,5.0,10,0,4,1,0,0,0
55901973000,55901973000,2018.0,2,0,6.0,10,0,6,1,0,0,0
55901973000,55901973000,2019.0,4,0,5.75,16,0,10,2,0,0,0
55901973000,55901973000,2020.0,5,0,6.4,20,0,11,1,0,0,0
55901973000,55901973000,2021.0,3,0,5.33,13,0,9,1,0,0,0
55901973000,55901973000,2022.0,1,0,8.0,8,0,3,1,0,0,0
55901973000,55901973000,2023.0,2,0,7.0,9,0,6,1,0,0,0
55901973000,55901973000,2024.0,4,0,6.25,22,0,13,1,0,0,0
