Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
35587763900,35587763900,2015.0,6,0,1.67,6,0,7,2,0,0,0
35587763900,35587763900,2016.0,5,0,2.6,10,0,9,5,0,0,0
35587763900,35587763900,2017.0,9,0,2.33,14,0,18,5,0,0,0
35587763900,35587763900,2018.0,2,0,2.0,4,0,5,3,0,0,0
35587763900,35587763900,2019.0,8,0,2.62,10,0,22,4,0,0,0
35587763900,35587763900,2020.0,7,0,2.14,9,0,13,4,0,0,0
35587763900,35587763900,2021.0,8,0,2.5,8,0,19,4,0,0,0
35587763900,35587763900,2022.0,3,0,2.0,5,0,6,3,0,0,0
35587763900,35587763900,2023.0,2,0,1.0,1,0,2,1,0,0,0
35587763900,35587763900,2024.0,3,0,1.67,4,0,5,3,0,0,0
