Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
"Heuze, Y.",59869507700.0,2015.0,2,0,7.0,10,0,6,1,0,0,0
"Heuze, Y.",59869507700.0,2016.0,4,0,8.25,16,0,12,1,0,0,0
"Heuze, Y.",59869507700.0,2017.0,2,0,7.5,14,0,4,1,0,0,0
"Heuze, Y.",59869507700.0,2018.0,2,0,6.0,8,0,5,1,0,0,0
"Heuze, Y.",59869507700.0,2019.0,1,0,5.0,5,0,4,1,0,0,0
"Heuze, Y.",59869507700.0,2021.0,1,0,5.0,5,0,3,1,0,0,0
"Heuze, Y.",59869507700.0,2022.0,2,0,5.5,9,0,6,2,0,0,0
