Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
7007145337,7007145337,2015.0,4,0,5.75,21,0,7,2,0,0,0
7007145337,7007145337,2016.0,3,0,7.67,22,0,6,3,0,0,0
7007145337,7007145337,2017.0,8,0,5.38,28,0,17,3,0,0,0
7007145337,7007145337,2018.0,3,0,9.33,27,0,8,3,0,0,0
7007145337,7007145337,2019.0,5,0,7.0,31,0,12,3,0,0,0
7007145337,7007145337,2020.0,5,0,7.6,25,0,14,3,0,0,0
7007145337,7007145337,2021.0,5,0,7.0,24,0,12,1,0,0,0
7007145337,7007145337,2022.0,2,0,7.0,12,0,5,1,0,0,0
7007145337,7007145337,2023.0,5,0,7.2,27,0,17,2,0,0,0
7007145337,7007145337,2024.0,1,0,8.0,8,0,3,2,0,0,0
