Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
7004904219,7004904219,2015.0,4,0,5.25,14,0,12,4,0,0,0
7004904219,7004904219,2016.0,6,0,5.83,26,0,22,8,0,0,0
7004904219,7004904219,2017.0,5,0,6.4,23,0,18,7,0,0,0
7004904219,7004904219,2018.0,7,0,7.14,34,0,26,8,0,0,0
7004904219,7004904219,2019.0,9,0,7.22,57,0,36,12,0,0,0
7004904219,7004904219,2020.0,6,0,9.0,41,0,31,6,0,0,0
7004904219,7004904219,2021.0,10,0,11.2,76,0,50,10,0,0,0
7004904219,7004904219,2022.0,5,0,10.4,48,0,23,9,0,0,0
7004904219,7004904219,2023.0,4,0,14.5,53,0,24,7,0,0,0
7004904219,7004904219,2024.0,1,0,4.0,4,0,4,2,0,0,0
