Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
6603801645,6603801645,2015.0,5,0,5.4,14,0,5,1,0,0,0
6603801645,6603801645,2016.0,6,0,6.17,22,0,13,1,0,0,0
6603801645,6603801645,2017.0,6,0,6.67,23,0,14,2,0,0,0
6603801645,6603801645,2018.0,8,0,6.12,29,0,17,3,0,0,0
6603801645,6603801645,2019.0,5,0,7.6,26,0,12,2,0,0,0
6603801645,6603801645,2020.0,5,0,7.0,14,0,11,2,0,0,0
6603801645,6603801645,2021.0,4,0,7.0,16,0,9,2,0,0,0
6603801645,6603801645,2022.0,5,0,8.4,30,0,11,2,0,0,0
6603801645,6603801645,2023.0,3,0,4.33,10,0,5,1,0,0,0
6603801645,6603801645,2024.0,3,0,7.0,17,0,6,2,0,0,0
