Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
55993762000,55993762000,2015.0,7,0,3.0,8,0,14,3,0,0,0
55993762000,55993762000,2016.0,3,0,3.67,8,0,7,3,0,0,0
55993762000,55993762000,2017.0,6,0,3.33,8,0,15,4,0,0,0
55993762000,55993762000,2018.0,5,0,3.0,6,0,12,4,0,0,0
55993762000,55993762000,2019.0,5,0,2.8,4,0,11,3,0,0,0
55993762000,55993762000,2020.0,2,0,3.0,5,0,3,2,0,0,0
55993762000,55993762000,2021.0,4,0,3.75,7,0,12,4,0,0,0
55993762000,55993762000,2022.0,3,0,3.67,7,0,9,5,0,0,0
55993762000,55993762000,2023.0,4,0,4.0,8,0,13,4,0,0,0
55993762000,55993762000,2024.0,4,0,3.75,11,0,10,3,0,0,0
