Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
56013677200,56013677200,2015.0,2,0,7.5,9,0,4,1,0,0,0
56013677200,56013677200,2016.0,5,0,7.0,21,0,10,1,0,0,0
56013677200,56013677200,2017.0,1,0,7.0,7,0,2,1,0,0,0
56013677200,56013677200,2018.0,1,0,5.0,5,0,2,1,0,0,0
56013677200,56013677200,2019.0,2,0,6.5,11,0,5,1,0,0,0
56013677200,56013677200,2020.0,1,0,7.0,7,0,2,1,0,0,0
56013677200,56013677200,2021.0,1,0,5.0,5,0,1,1,0,0,0
56013677200,56013677200,2022.0,4,0,7.75,20,0,13,2,0,0,0
56013677200,56013677200,2023.0,3,0,7.0,14,0,9,2,0,0,0
56013677200,56013677200,2024.0,1,0,7.0,7,0,3,1,0,0,0
