Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
56013541000,56013541000,2015.0,1,0,6.0,6,0,3,1,0,0,0
56013541000,56013541000,2016.0,1,0,10.0,10,0,5,1,0,0,0
56013541000,56013541000,2017.0,3,0,8.67,24,0,6,1,0,0,0
56013541000,56013541000,2018.0,6,0,10.0,46,0,24,4,0,0,0
56013541000,56013541000,2019.0,3,0,8.0,22,0,11,1,0,0,0
56013541000,56013541000,2020.0,4,0,8.25,28,0,9,1,0,0,0
56013541000,56013541000,2021.0,6,0,8.83,38,0,27,1,0,0,0
56013541000,56013541000,2022.0,7,0,8.57,48,0,32,2,0,0,0
56013541000,56013541000,2023.0,4,0,11.25,38,0,20,2,0,0,0
56013541000,56013541000,2024.0,8,0,9.25,65,0,32,3,0,0,0
