Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
11142275100,11142275100,2015.0,2,0,6.0,11,0,4,1,0,0,0
11142275100,11142275100,2016.0,3,0,8.0,21,0,12,1,0,0,0
11142275100,11142275100,2017.0,7,0,7.0,33,0,23,1,0,0,0
11142275100,11142275100,2018.0,3,0,10.33,27,0,14,1,0,0,0
11142275100,11142275100,2019.0,4,0,9.25,31,0,15,2,0,0,0
11142275100,11142275100,2020.0,4,0,5.75,19,0,15,2,0,0,0
11142275100,11142275100,2021.0,4,0,12.75,37,0,17,1,0,0,0
11142275100,11142275100,2022.0,6,0,7.83,34,0,17,1,0,0,0
11142275100,11142275100,2023.0,9,0,10.22,62,0,34,2,0,0,0
11142275100,11142275100,2024.0,5,0,6.8,25,0,18,1,0,0,0
