Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
55989721500,55989721500,2015.0,1,0,5.0,5,0,2,1,0,0,0
55989721500,55989721500,2016.0,4,0,6.25,25,0,10,1,0,0,0
55989721500,55989721500,2017.0,5,0,7.8,36,0,12,2,0,0,0
55989721500,55989721500,2018.0,6,0,6.83,35,0,14,1,0,0,0
55989721500,55989721500,2019.0,2,0,6.5,12,0,8,1,0,0,0
55989721500,55989721500,2020.0,3,0,8.33,21,0,6,1,0,0,0
55989721500,55989721500,2021.0,5,0,8.2,34,0,19,1,0,0,0
55989721500,55989721500,2022.0,3,0,4.33,12,0,7,1,0,0,0
55989721500,55989721500,2023.0,1,0,9.0,9,0,3,1,0,0,0
55989721500,55989721500,2024.0,1,0,10.0,10,0,3,1,0,0,0
