Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
55568514480,55568514480,2015.0,8,0,5.5,31,0,23,2,0,0,0
55568514480,55568514480,2016.0,9,0,5.11,30,0,22,2,0,0,0
55568514480,55568514480,2017.0,12,0,5.0,28,0,34,1,0,0,0
55568514480,55568514480,2018.0,5,0,5.6,18,0,13,2,0,0,0
55568514480,55568514480,2019.0,5,0,4.8,19,0,14,1,0,0,0
55568514480,55568514480,2020.0,8,0,6.25,31,0,23,2,0,0,0
55568514480,55568514480,2021.0,5,0,5.6,23,0,15,2,0,0,0
55568514480,55568514480,2022.0,8,0,6.62,37,0,31,5,0,0,0
55568514480,55568514480,2023.0,4,0,7.5,25,0,15,5,0,0,0
55568514480,55568514480,2024.0,3,0,8.0,16,0,10,2,0,0,0
